id,query,intent_json
2939,tamil sports film,"{""language"": ""Tamil"", ""genre"": ""Sports""}"
2940,dream girl 2 streaming kahan hai,"{""title"": ""Dream Girl 2"", ""query_type"": ""availability""}"
2941,roohi with rajini,"{""actor"": ""Rajinikanth"", ""title"": ""Roohi""}"
2942,best psychological thriller movies of 2022,"{""genre"": ""Psychological thriller"", ""year"": 2022, ""rating_type"": ""top rated""}"
2943,similar to leo,"{""similar_to"": ""Leo""}"
2944,mollywood psychological thriller web series,"{""language"": ""Malayalam"", ""genre"": ""Psychological thriller"", ""content_type"": ""Web Series""}"
2945,top bollywood romance movies,"{""language"": ""Hindi"", ""genre"": ""Romance"", ""rating_type"": ""top rated""}"
2946,similar to dasara,"{""similar_to"": ""Dasara""}"
2947,hi nanna,"{""title"": ""Hi Nanna""}"
2948,family family movies 2019,"{""genre"": ""Family"", ""year"": 2019, ""audience"": ""family""}"
2949,what are good comedy films on Netflix,"{""genre"": ""Comedy"", ""platform"": ""Netflix"", ""rating_type"": ""top rated""}"
2950,thunivu with hrithik,"{""actor"": ""Hrithik Roshan"", ""title"": ""Thunivu""}"
2951,MX Player punjabi,"{""platform"": ""MX Player"", ""language"": ""Punjabi""}"
2952,is leo good,"{""title"": ""Leo"", ""rating_type"": ""top rated""}"
2953,historical movies of vijay deverakonda,"{""actor"": ""Vijay Deverakonda"", ""genre"": ""Historical""}"
2954,is dangal available on YouTube,"{""title"": ""Dangal"", ""platform"": ""YouTube"", ""query_type"": ""availability""}"
2955,if you liked sardar udham,"{""similar_to"": ""Sardar Udham""}"
2956,gujarati thriller,"{""language"": ""Gujarati"", ""genre"": ""Thriller""}"
2957,telugu lo horror,"{""language"": ""Telugu"", ""genre"": ""Horror""}"
2958,jailer imdb rating,"{""title"": ""Jailer"", ""query_type"": ""rating/review""}"
2959,bengali thriller web series,"{""language"": ""Bengali"", ""genre"": ""Thriller"", ""content_type"": ""Web Series""}"
2960,mallu film horror,"{""language"": ""Malayalam"", ""genre"": ""Horror""}"
2961,ulaganayagan ka 2019 wala,"{""year"": 2019, ""actor"": ""Kamal Haasan""}"
2962,garuda gamana vrishabha vahana ka rating kya hai,"{""title"": ""Garuda Gamana Vrishabha Vahana"", ""query_type"": ""rating/review""}"
2963,bhojpuri biopic,"{""language"": ""Bhojpuri"", ""genre"": ""Biopic""}"
2964,top hindi mein sci-fi movies,"{""language"": ""Hindi"", ""genre"": ""Sci-Fi"", ""rating_type"": ""top rated""}"
2965,movies like hi nanna,"{""similar_to"": ""Hi Nanna""}"
2966,hindi drama 2023,"{""language"": ""Hindi"", ""genre"": ""Drama"", ""year"": 2023}"
2967,king khan ka dunki,"{""actor"": ""Shah Rukh Khan"", ""title"": ""Dunki""}"
2968,t'wood sports film,"{""genre"": ""Sports"", ""language"": ""Telugu""}"
2969,best of ulaganayagan,"{""actor"": ""Kamal Haasan"", ""rating_type"": ""top rated""}"
2970,dq ke saare movies,"{""actor"": ""Dulquer Salmaan""}"
2971,ranveer singh ki best family film,"{""actor"": ""Ranveer Singh"", ""genre"": ""Family"", ""rating_type"": ""top rated""}"
2972,drishyam movie,"{""title"": ""Drishyam""}"
2973,movies like roohi,"{""similar_to"": ""Roohi""}"
2974,mammukka new movie varisu,"{""title"": ""Varisu"", ""recency"": ""latest"", ""actor"": ""mammootty""}"
2975,movies like delhi crime,"{""similar_to"": ""Delhi Crime""}"
2976,haseen dillruba jaisi movie,"{""similar_to"": ""Haseen Dillruba""}"
2977,new mallu film psychological thriller,"{""language"": ""Malayalam"", ""genre"": ""Psychological thriller"", ""recency"": ""latest""}"
2978,best kollywood sci-fi,"{""language"": ""Tamil"", ""genre"": ""Sci-Fi"", ""rating_type"": ""top rated""}"
2979,what are good drama films on MX Player,"{""genre"": ""Drama"", ""platform"": ""MX Player"", ""rating_type"": ""top rated""}"
2980,tamil mein funny movie,"{""mood"": ""funny"", ""language"": ""Tamil""}"
2981,mani ratnam film imdb rating,"{""title"": ""Mani Ratnam film"", ""query_type"": ""rating/review""}"
2982,andhadhun with alia,"{""actor"": ""Alia Bhatt"", ""title"": ""Andhadhun""}"
2983,good emotional movie,"{""mood"": ""emotional"", ""rating_type"": ""top rated""}"
2984,what are good historical films on MX Player,"{""genre"": ""Historical"", ""platform"": ""MX Player"", ""rating_type"": ""top rated""}"
2985,top rated Kannada historical,"{""language"": ""Kannada"", ""genre"": ""Historical"", ""rating_type"": ""top rated""}"
2986,prabhas new movie scam 1992,"{""actor"": ""Prabhas"", ""title"": ""Scam 1992"", ""recency"": ""latest""}"
2987,777 charlie streaming kahan hai,"{""title"": ""777 Charlie"", ""query_type"": ""availability""}"
2988,bhojpuri thriller,"{""language"": ""Bhojpuri"", ""genre"": ""Thriller""}"
2989,YouTube tamil mein,"{""platform"": ""YouTube"", ""language"": ""Tamil""}"
2990,fukrey 3 rating,"{""title"": ""Fukrey 3"", ""query_type"": ""rating/review""}"
2991,dips movies,"{""actor"": ""Deepika Padukone""}"
2992,kamal ka 2018 wala,"{""actor"": ""Kamal Haasan"", ""year"": 2018}"
2993,bachchan sahab ka 2019 wala,"{""actor"": ""Amitabh Bachchan"", ""year"": 2019}"
2994,bhojpuri action 2020,"{""language"": ""Bhojpuri"", ""genre"": ""Action"", ""year"": 2020}"
2995,happy movie,"{""mood"": ""happy""}"
2996,2024 films,"{""year"": 2024}"
2997,dilwale dulhania le jayenge ka rating kya hai,"{""title"": ""Dilwale Dulhania Le Jayenge"", ""query_type"": ""rating/review""}"
2998,telugu lo sci-fi,"{""language"": ""Telugu"", ""genre"": ""Sci-Fi""}"
2999,how is gulabo sitabo,"{""title"": ""Gulabo Sitabo"", ""query_type"": ""rating/review""}"
3000,vijay film mani ratnam film,"{""actor"": ""Vijay Deverakonda"", ""title"": ""Mani Ratnam film""}"
3001,pathaan type movie,"{""similar_to"": ""Pathaan""}"
3002,new b'wood mystery,"{""genre"": ""Mystery"", ""recency"": ""latest"", ""language"": ""Hindi""}"
3003,amitabh all movies list,"{""actor"": ""Amitabh Bachchan""}"
3004,classic b'wood sci-fi film,"{""genre"": ""Sci-Fi"", ""rating_type"": ""classic"", ""language"": ""Hindi""}"
3005,tamil psychological thriller,"{""language"": ""Tamil"", ""genre"": ""Psychological thriller""}"
3006,new punjabi romance,"{""language"": ""Punjabi"", ""genre"": ""Romance"", ""recency"": ""latest""}"
3007,freddy jaisi movie,"{""similar_to"": ""Freddy""}"
3008,is vikram vedha available on MX Player,"{""title"": ""Vikram Vedha"", ""platform"": ""MX Player"", ""query_type"": ""availability""}"
3009,family romance movies 2023,"{""genre"": ""Romance"", ""year"": 2023, ""audience"": ""family""}"
3010,marathi movies on SonyLIV,"{""platform"": ""SonyLIV"", ""language"": ""Marathi""}"
3011,is brahmastra good,"{""title"": ""Brahmastra"", ""rating_type"": ""top rated""}"
3012,article 15 with duggu,"{""title"": ""Article 15"", ""actor"": ""Hrithik Roshan""}"
3013,darling film skanda,"{""title"": ""Skanda"", ""actor"": ""Prabhas""}"
3014,an action hero movie,"{""title"": ""An Action Hero""}"
3015,thunivu streaming kahan hai,"{""title"": ""Thunivu"", ""query_type"": ""availability""}"
3016,superhit 2023 films,"{""year"": 2023, ""rating_type"": ""hit""}"
3017,kgf chapter 2 rating,"{""title"": ""KGF Chapter 2"", ""query_type"": ""rating/review""}"
3018,where to watch darlings,"{""title"": ""Darlings"", ""query_type"": ""availability"", ""actor"": ""Prabhas""}"
3019,shah rukh sultan movie,"{""actor"": ""Shah Rukh Khan"", ""title"": ""Sultan""}"
3020,ludo online,"{""title"": ""Ludo""}"
3021,top rated Punjabi historical,"{""language"": ""Punjabi"", ""genre"": ""Historical"", ""rating_type"": ""top rated""}"
3022,tiger ki best biopic film,"{""actor"": ""Tiger Shroff"", ""genre"": ""Biopic"", ""rating_type"": ""top rated""}"
3023,mujhe feel good movie chahiye,"{""mood"": ""feel good"", ""rating_type"": ""top rated""}"
3024,is brahmastra available on YouTube,"{""title"": ""Brahmastra"", ""platform"": ""YouTube"", ""query_type"": ""availability""}"
3025,good dark movie,"{""mood"": ""dark"", ""rating_type"": ""top rated""}"
3026,show me Gujarati movies from 2019,"{""language"": ""Gujarati"", ""year"": 2019}"
3027,andhadhun review,"{""title"": ""Andhadhun"", ""query_type"": ""rating/review""}"
3028,movies like haseen dillruba,"{""similar_to"": ""Haseen Dillruba""}"
3029,is premalu available on Netflix,"{""title"": ""Premalu"", ""platform"": ""Netflix"", ""query_type"": ""availability""}"
3030,tamil mein dark comedy movies,"{""language"": ""Tamil"", ""genre"": ""Dark comedy""}"
3031,raees movie,"{""title"": ""Raees""}"
3032,darling supernatural movie,"{""genre"": ""Supernatural"", ""actor"": ""Prabhas""}"
3033,show me Hindi movies from 2021,"{""language"": ""Hindi"", ""year"": 2021}"
3034,nawaz movies,"{""actor"": ""Nawazuddin Siddiqui""}"
3035,dangal online,"{""title"": ""Dangal""}"
3036,family action movies 2021,"{""genre"": ""Action"", ""year"": 2021, ""audience"": ""family""}"
3037,ranbir superhit movies,"{""actor"": ""Ranbir Kapoor"", ""rating_type"": ""hit""}"
3038,best mallu film movies 2024,"{""year"": 2024, ""language"": ""Malayalam"", ""rating_type"": ""top rated""}"
3039,kareena comedy 2025,"{""actor"": ""Kareena Kapoor"", ""genre"": ""Comedy"", ""year"": 2025}"
3040,kat wali bard of blood,"{""title"": ""Bard of Blood"", ""actor"": ""Katrina Kaif""}"
3041,bhojpuri historical 2021,"{""language"": ""Bhojpuri"", ""genre"": ""Historical"", ""year"": 2021}"
3042,king khan new film,"{""actor"": ""Shah Rukh Khan"", ""recency"": ""latest""}"
3043,bhojpuri romance,"{""language"": ""Bhojpuri"", ""genre"": ""Romance""}"
3044,top kannada mystery movies,"{""language"": ""Kannada"", ""genre"": ""Mystery"", ""rating_type"": ""top rated""}"
3045,srk film panchayat,"{""actor"": ""Shah Rukh Khan"", ""title"": ""Panchayat""}"
3046,bhojpuri comedy film,"{""language"": ""Bhojpuri"", ""genre"": ""Comedy""}"
3047,is jalsa worth watching,"{""title"": ""Jalsa"", ""query_type"": ""rating/review""}"
3048,jalsa full movie,"{""title"": ""Jalsa""}"
3049,beast available hai kya OTT pe,"{""title"": ""Beast"", ""query_type"": ""availability""}"
3050,gujarati mystery web series,"{""language"": ""Gujarati"", ""genre"": ""Mystery"", ""content_type"": ""Web Series""}"
3051,dulquer sports movie,"{""actor"": ""Dulquer Salmaan"", ""genre"": ""Sports""}"
3052,badshah ki films,"{""actor"": ""Shah Rukh Khan""}"
3053,kushi kahan dekhein,"{""title"": ""Kushi"", ""query_type"": ""availability""}"
3054,similar to vikram,"{""similar_to"": ""Vikram""}"
3055,ayushmann wali ludo,"{""actor"": ""Ayushmann Khurrana"", ""title"": ""Ludo""}"
3056,mirzapur rating,"{""title"": ""Mirzapur"", ""query_type"": ""rating/review""}"
3057,family sci-fi movies 2023,"{""genre"": ""Sci-Fi"", ""year"": 2023, ""audience"": ""family""}"
3058,hindi dark comedy web series,"{""language"": ""Hindi"", ""genre"": ""Dark comedy"", ""content_type"": ""Web Series""}"
3059,top mollywood horror movies,"{""language"": ""Malayalam"", ""genre"": ""Horror"", ""rating_type"": ""top rated""}"
3060,mammootty movies,"{""actor"": ""Mammootty""}"
3061,bunny wali movie,"{""actor"": ""Allu Arjun""}"
3062,vijay supernatural movie,"{""actor"": ""Vijay Deverakonda"", ""genre"": ""Supernatural""}"
3063,bangla 2025,"{""year"": 2025, ""language"": ""Bengali""}"
3064,kangana 2020 movie,"{""actor"": ""Kangana Ranaut"", ""year"": 2020}"
3065,marathi biopic,"{""language"": ""Marathi"", ""genre"": ""Biopic""}"
3066,piggy chops comedy movie,"{""genre"": ""Comedy"", ""actor"": ""Priyanka Chopra""}"
3067,taapsee ka beast,"{""actor"": ""Taapsee Pannu"", ""title"": ""Beast""}"
3068,kannada movies on Disney+ Hotstar,"{""platform"": ""Disney+ Hotstar"", ""language"": ""Kannada""}"
3069,new tamil mein mystery,"{""language"": ""Tamil"", ""genre"": ""Mystery"", ""recency"": ""latest""}"
3070,hi nanna kahan dekhein,"{""title"": ""Hi Nanna"", ""query_type"": ""availability""}"
3071,best hindi dark comedy film,"{""language"": ""Hindi"", ""genre"": ""Dark comedy"", ""rating_type"": ""top rated""}"
3072,lalettan ki best movie,"{""actor"": ""Mohanlal"", ""rating_type"": ""top rated""}"
3073,biopic movies of akki,"{""genre"": ""Biopic"", ""actor"": ""Akshay Kumar""}"
3074,malayalam dark comedy movies,"{""language"": ""Malayalam"", ""genre"": ""Dark comedy""}"
3075,telugu lo biopic,"{""language"": ""Telugu"", ""genre"": ""Biopic""}"
3076,is haseen dillruba worth watching,"{""title"": ""Haseen Dillruba"", ""query_type"": ""rating/review""}"
3077,b'wood crime,"{""genre"": ""Crime"", ""language"": ""Hindi""}"
3078,new punjabi sci-fi,"{""language"": ""Punjabi"", ""genre"": ""Sci-Fi"", ""recency"": ""latest""}"
3079,Amazon Prime hindi,"{""platform"": ""Amazon Prime"", ""language"": ""Hindi""}"
3080,new marathi sci-fi,"{""language"": ""Marathi"", ""genre"": ""Sci-Fi"", ""recency"": ""latest""}"
3081,top k'wood supernatural movies,"{""language"": ""Tamil"", ""genre"": ""Supernatural"", ""rating_type"": ""top rated""}"
3082,fahadh ki best romance film,"{""actor"": ""Fahadh Faasil"", ""genre"": ""Romance"", ""rating_type"": ""top rated""}"
3083,top rated Hindi dark comedy,"{""language"": ""Hindi"", ""genre"": ""Dark comedy"", ""rating_type"": ""top rated""}"
3084,family supernatural movies 2018,"{""genre"": ""Supernatural"", ""year"": 2018, ""audience"": ""family""}"
3085,bebo new movie dream girl 2,"{""actor"": ""Kareena Kapoor"", ""title"": ""Dream Girl 2"", ""recency"": ""latest""}"
3086,irrfan crime movie,"{""actor"": ""Irrfan Khan"", ""genre"": ""Crime""}"
3087,best mystery movies of 2022,"{""genre"": ""Mystery"", ""year"": 2022, ""rating_type"": ""top rated""}"
3088,tiger shroff ka scam 1992,"{""actor"": ""Tiger Shroff"", ""title"": ""Scam 1992""}"
3089,family movies of mammootty,"{""actor"": ""Mammootty"", ""genre"": ""Family""}"
3090,marathi OTT show,"{""content_type"": ""Web Series"", ""language"": ""Marathi""}"
3091,kareena new film,"{""actor"": ""Kareena Kapoor"", ""recency"": ""latest""}"
3092,roohi imdb rating,"{""title"": ""Roohi"", ""query_type"": ""rating/review""}"
3093,kamal ki films,"{""actor"": ""Kamal Haasan""}"
3094,deepika new movie raees,"{""actor"": ""Deepika Padukone"", ""title"": ""Raees"", ""recency"": ""latest""}"
3095,beast streaming kahan hai,"{""title"": ""Beast"", ""query_type"": ""availability""}"
3096,tollywood mystery movies,"{""language"": ""Telugu"", ""genre"": ""Mystery""}"
3097,leo kahan dekhein,"{""title"": ""Leo"", ""query_type"": ""availability""}"
3098,similar to shershaah,"{""similar_to"": ""Shershaah""}"
3099,t'wood biopic movies,"{""genre"": ""Biopic"", ""language"": ""Telugu""}"
3100,top rated Bengali horror,"{""language"": ""Bengali"", ""genre"": ""Horror"", ""rating_type"": ""top rated""}"
3101,kat new movie brahmastra,"{""title"": ""Brahmastra"", ""recency"": ""latest"", ""actor"": ""Katrina Kaif""}"
3102,good sad movie,"{""mood"": ""sad"", ""rating_type"": ""top rated""}"
3103,what to watch on Disney+ Hotstar,"{""platform"": ""Disney+ Hotstar""}"
3104,best tamil supernatural,"{""language"": ""Tamil"", ""genre"": ""Supernatural"", ""rating_type"": ""top rated""}"
3105,punjabi family 2019,"{""language"": ""Punjabi"", ""genre"": ""Family"", ""year"": 2019}"
3106,hrithik new film,"{""actor"": ""Hrithik Roshan"", ""recency"": ""latest""}"
3107,k'wood supernatural film,"{""language"": ""Tamil"", ""genre"": ""Supernatural""}"
3108,thappad OTT release,"{""title"": ""Thappad"", ""query_type"": ""availability""}"
3109,ranveer ka drishyam 2,"{""actor"": ""Ranveer Singh"", ""title"": ""Drishyam 2""}"
3110,how is bajrangi bhaijaan,"{""title"": ""Bajrangi Bhaijaan"", ""query_type"": ""rating/review""}"
3111,fukrey 3 with pc,"{""actor"": ""Priyanka Chopra"", ""title"": ""Fukrey 3""}"
3112,jailer available hai kya OTT pe,"{""title"": ""Jailer"", ""query_type"": ""availability""}"
3113,war jesi film suggest karo,"{""similar_to"": ""War""}"
3114,aadujeevitham film,"{""title"": ""Aadujeevitham""}"
3115,best crime movies of 2018,"{""genre"": ""Crime"", ""year"": 2018, ""rating_type"": ""top rated""}"
3116,family biopic movies 2020,"{""genre"": ""Biopic"", ""year"": 2020, ""audience"": ""family""}"
3117,taapsee t'wood sci-fi,"{""actor"": ""Taapsee Pannu"", ""genre"": ""Sci-Fi"", ""language"": ""Telugu""}"
3118,bangla OTT show,"{""content_type"": ""Web Series"", ""language"": ""Bengali""}"
3119,k'wood crime film,"{""language"": ""Tamil"", ""genre"": ""Crime""}"
3120,comedy OTT show,"{""content_type"": ""Web Series"", ""genre"": ""Comedy""}"
3121,lalettan supernatural movie,"{""actor"": ""Mohanlal"", ""genre"": ""Supernatural""}"
3122,fahadh film dream girl 2,"{""actor"": ""Fahadh Faasil"", ""title"": ""Dream Girl 2""}"
3123,top hindi dark comedy movies,"{""language"": ""Hindi"", ""genre"": ""Dark comedy"", ""rating_type"": ""top rated""}"
3124,ranveer singh film skanda,"{""actor"": ""Ranveer Singh"", ""title"": ""Skanda""}"
3125,fahad ki best historical film,"{""genre"": ""Historical"", ""rating_type"": ""top rated"", ""actor"": ""Fahadh Faasil""}"
3126,punjabi psychological thriller,"{""language"": ""Punjabi"", ""genre"": ""Psychological thriller""}"
3127,SonyLIV pe kya dekhein,"{""platform"": ""SonyLIV""}"
3128,top tamil mein horror movies,"{""language"": ""Tamil"", ""genre"": ""Horror"", ""rating_type"": ""top rated""}"
3129,best sci-fi movies of 2020,"{""genre"": ""Sci-Fi"", ""year"": 2020, ""rating_type"": ""top rated""}"
3130,where to watch badhaai ho,"{""title"": ""Badhaai Ho"", ""query_type"": ""availability""}"
3131,rocky aur rani kahan dekhein,"{""title"": ""Rocky Aur Rani"", ""query_type"": ""availability""}"
3132,best punjabi show,"{""content_type"": ""Web Series"", ""language"": ""Punjabi"", ""rating_type"": ""top rated""}"
3133,mard ko dard nahi hota with ranbir,"{""actor"": ""Ranbir Kapoor"", ""title"": ""Mard Ko Dard Nahi Hota""}"
3134,dips new film,"{""actor"": ""Deepika Padukone"", ""recency"": ""latest""}"
3135,mollywood thriller 2021,"{""language"": ""Malayalam"", ""genre"": ""Thriller"", ""year"": 2021}"
3136,irfan khan ke saare movies,"{""actor"": ""Irrfan Khan""}"
3137,premalu movie,"{""title"": ""Premalu""}"
3138,pushpa kahan dekhein,"{""title"": ""Pushpa"", ""query_type"": ""availability""}"
3139,similar to garuda gamana vrishabha vahana,"{""similar_to"": ""Garuda Gamana Vrishabha Vahana""}"
